"","logFC","logCPM","PValue","FDR","group","genesymbol","adj.P.Val"
"CTRB2",1.89866505764557,-2.82001098838642,1.49943197391353e-08,1.41478903898611e-06,"High vs Low","CTRB2",1.41478903898611e-06
"KCNK16",2.38826740613357,-1.72512999445907,1.66399574075234e-08,1.56225192157897e-06,"High vs Low","KCNK16",1.56225192157897e-06
"POU4F3",1.68030456714162,-2.37394793835208,1.92442898892346e-08,1.79781680445419e-06,"High vs Low","POU4F3",1.79781680445419e-06
"CTRB1",2.14922876861255,-3.07594054573922,1.93684335976715e-08,1.8005010365599e-06,"High vs Low","CTRB1",1.8005010365599e-06
"CLCNKA",1.43005771333784,0.737599522174396,2.1313239038502e-08,1.97157908772339e-06,"High vs Low","CLCNKA",1.97157908772339e-06
"VSTM2A",3.27370886519493,-2.46025412623683,2.2758832037362e-08,2.09503375305883e-06,"High vs Low","VSTM2A",2.09503375305883e-06
"HIST1H2AL",-2.22028158899597,-1.47202586548489,2.31154850843599e-08,2.11753552925707e-06,"High vs Low","HIST1H2AL",2.11753552925707e-06
"SNTG1",2.93129031836433,-3.20524042564641,2.36973343705038e-08,2.16034974350617e-06,"High vs Low","SNTG1",2.16034974350617e-06
"SYCN",2.63047226033577,-4.099729094862,2.38638475284461e-08,2.16507051302552e-06,"High vs Low","SYCN",2.16507051302552e-06
"ZSCAN10",1.98978098820671,-2.60592221571818,2.46592350304023e-08,2.22652834573551e-06,"High vs Low","ZSCAN10",2.22652834573551e-06
"ATCAY",2.08173130827412,-2.44343646280503,2.52343026461278e-08,2.26760250111942e-06,"High vs Low","ATCAY",2.26760250111942e-06
"TRIM49C",2.74315318694195,-3.74729239830618,3.16274285762218e-08,2.82863130171508e-06,"High vs Low","TRIM49C",2.82863130171508e-06
"SPATA16",-3.04677941373716,-3.15974553420964,3.3946746768708e-08,3.02174084090703e-06,"High vs Low","SPATA16",3.02174084090703e-06
"SEZ6",2.07085911623625,0.583400663309569,3.79250549975976e-08,3.36001743126603e-06,"High vs Low","SEZ6",3.36001743126603e-06
"HIST1H2BF",-2.03447363983019,-0.235937605093363,3.84437494062231e-08,3.39005605161138e-06,"High vs Low","HIST1H2BF",3.39005605161138e-06
"TFAP2B",3.16781372258283,1.67761954079128,3.99230530685469e-08,3.50412992770487e-06,"High vs Low","TFAP2B",3.50412992770487e-06
"CEND1",1.20162728817623,-0.946078261145239,4.08996054975948e-08,3.57322433030144e-06,"High vs Low","CEND1",3.57322433030144e-06
"STAC2",1.85631081755347,1.94549248314907,4.17372481916019e-08,3.6296018922752e-06,"High vs Low","STAC2",3.6296018922752e-06
"POU3F2",2.33687466748042,2.37771737686678,4.29597635896435e-08,3.71877843440441e-06,"High vs Low","POU3F2",3.71877843440441e-06
"C6orf15",-2.77817983833356,-0.639970678192897,4.36781507276222e-08,3.76370037616876e-06,"High vs Low","C6orf15",3.76370037616876e-06
"OLAH",1.76291905179757,-0.922085806565507,4.50897673870793e-08,3.86767727437079e-06,"High vs Low","OLAH",3.86767727437079e-06
"A4GNT",-2.2573758582104,0.0729536029808863,4.580739266622e-08,3.91145387784723e-06,"High vs Low","A4GNT",3.91145387784723e-06
"CDH6",-0.970448428996723,3.27026385141752,4.67179252874774e-08,3.97123409054048e-06,"High vs Low","CDH6",3.97123409054048e-06
"PPY",-2.22843974877652,-3.34279508904141,5.29178013805624e-08,4.47807995449593e-06,"High vs Low","PPY",4.47807995449593e-06
"PAX2",2.33080537907902,-2.99537672959385,5.33533353786325e-08,4.49478032111685e-06,"High vs Low","PAX2",4.49478032111685e-06
"ALPI",-3.37354838165951,-2.33998463352199,5.93158217063835e-08,4.97488387298295e-06,"High vs Low","ALPI",4.97488387298295e-06
"BEX1",2.07407967250377,1.39260747001828,6.38013444830479e-08,5.3274122643345e-06,"High vs Low","BEX1",5.3274122643345e-06
"B3GALT5",-1.78166457407414,1.98737416825958,6.62302192016517e-08,5.5058610861426e-06,"High vs Low","B3GALT5",5.5058610861426e-06
"PGA3",-2.6988175816994,-3.81086247865403,6.6739570544459e-08,5.52387033221266e-06,"High vs Low","PGA3",5.52387033221266e-06
"FMO6P",-1.71293581112551,-1.12137826541219,6.71700323899052e-08,5.53522131541442e-06,"High vs Low","FMO6P",5.53522131541442e-06
"C1QTNF3",-1.17414378055118,3.81817216564145,7.27621641028023e-08,5.96997738601731e-06,"High vs Low","C1QTNF3",5.96997738601731e-06
"OLIG3",3.35968766221976,-2.89424647849634,7.50877228928347e-08,6.13411436671292e-06,"High vs Low","OLIG3",6.13411436671292e-06
"GRIK1",1.08919882090063,-0.90212981410603,7.90281567966171e-08,6.42819115046966e-06,"High vs Low","GRIK1",6.42819115046966e-06
"CTRC",1.24447376556104,-2.36369436188663,8.04574695150086e-08,6.51636440865977e-06,"High vs Low","CTRC",6.51636440865977e-06
"POU4F2",2.75116003326477,-3.83772967227619,8.58504169811636e-08,6.92343255919461e-06,"High vs Low","POU4F2",6.92343255919461e-06
"GOLGA6L6",2.93864339250808,-3.89544539157171,8.70742842883814e-08,6.98484495145498e-06,"High vs Low","GOLGA6L6",6.98484495145498e-06
"GPR149",3.17724646879521,-3.87409304043826,8.73522022438332e-08,6.98484495145498e-06,"High vs Low","GPR149",6.98484495145498e-06
"GYS2",1.35082572694107,-1.90410708551948,9.65322905240659e-08,7.68633271932341e-06,"High vs Low","GYS2",7.68633271932341e-06
"GSX1",-3.00231235143158,-4.11429389101023,1.0086890846339e-07,7.97937109787589e-06,"High vs Low","GSX1",7.97937109787589e-06
"ESX1",3.21008487980075,-3.54003103114214,1.01058221206737e-07,7.97937109787589e-06,"High vs Low","ESX1",7.97937109787589e-06
"NMRK2",-2.01773729977726,-2.59189972057164,1.07510833214498e-07,8.45348722329497e-06,"High vs Low","NMRK2",8.45348722329497e-06
"MYPN",2.31831806244807,0.00500877664906031,1.08127577327322e-07,8.46670336823192e-06,"High vs Low","MYPN",8.46670336823192e-06
"AGT",-1.57751324197018,5.37632148891618,1.11843330220086e-07,8.72146894455886e-06,"High vs Low","AGT",8.72146894455886e-06
"TREML2",-1.17507800511005,0.655038626070514,1.16827280183079e-07,9.0726238861518e-06,"High vs Low","TREML2",9.0726238861518e-06
"TRPC5",-1.80323557433965,-3.50637681317753,1.18399046270163e-07,9.15700164821414e-06,"High vs Low","TRPC5",9.15700164821414e-06
"C9orf173",1.12487779291473,0.186379913217069,1.21403392969453e-07,9.35103440296551e-06,"High vs Low","C9orf173",9.35103440296551e-06
"BTNL3",-2.08218630149635,-2.28050463827723,1.22669517936505e-07,9.41014826414548e-06,"High vs Low","BTNL3",9.41014826414548e-06
"SPRR2G",-2.81736815977104,-2.75570087313916,1.29374871130553e-07,9.88434491135489e-06,"High vs Low","SPRR2G",9.88434491135489e-06
"HIST1H3J",-1.92864430958873,-1.06677938376701,1.34486545798175e-07,1.02334500232152e-05,"High vs Low","HIST1H3J",1.02334500232152e-05
"CUBN",0.994839144202009,1.94257181657815,1.38147978684961e-07,1.04698413886101e-05,"High vs Low","CUBN",1.04698413886101e-05
"TF",2.00981310188398,5.49153937323125,1.39562620835051e-07,1.0534744871113e-05,"High vs Low","TF",1.0534744871113e-05
"SCGB2A2",-3.69198389729821,-2.60688715659941,1.42923895388202e-07,1.07454853779712e-05,"High vs Low","SCGB2A2",1.07454853779712e-05
"MC2R",2.29941772357888,-1.94861805370831,1.51326286364471e-07,1.13320569443807e-05,"High vs Low","MC2R",1.13320569443807e-05
"KLHL41",-1.04775076510359,-0.485866687396558,1.53058061603699e-07,1.14164374724245e-05,"High vs Low","KLHL41",1.14164374724245e-05
"TM4SF20",3.01703256959962,1.89605258352732,1.69591472160102e-07,1.25998451619421e-05,"High vs Low","TM4SF20",1.25998451619421e-05
"CWH43",-2.11334769957288,0.485864920252154,1.70696432920346e-07,1.26322054338818e-05,"High vs Low","CWH43",1.26322054338818e-05
"KLK9.1",-2.62870672207367,-3.83929381919955,1.75333822663539e-07,1.2924705341733e-05,"High vs Low","KLK9.1",1.2924705341733e-05
"KCNB2",2.09238443164753,-0.554740540956144,1.8880152517527e-07,1.38633213291149e-05,"High vs Low","KCNB2",1.38633213291149e-05
"HIST1H2BE",-1.71370853350895,-0.467343464036019,2.00680677609737e-07,1.46356905577995e-05,"High vs Low","HIST1H2BE",1.46356905577995e-05
"ALPP",1.65978941966377,1.65939538124378,2.00871382251607e-07,1.46356905577995e-05,"High vs Low","ALPP",1.46356905577995e-05
"PNLIPRP1",2.12697054530148,-3.1631504180362,2.08669029916316e-07,1.51453587059646e-05,"High vs Low","PNLIPRP1",1.51453587059646e-05
"SPANXC",-3.16136837696762,-2.86813690756207,2.1000739761597e-07,1.51840980858658e-05,"High vs Low","SPANXC",1.51840980858658e-05
"S100A2",-1.54253499604676,6.11934921579712,2.1924563202828e-07,1.57915432137621e-05,"High vs Low","S100A2",1.57915432137621e-05
"ASXL3",1.54639081734973,1.78315089981482,2.20199194637713e-07,1.57999201597273e-05,"High vs Low","ASXL3",1.57999201597273e-05
"PKLR",1.75520948808352,-3.06557928637788,2.28934021524247e-07,1.63644466673639e-05,"High vs Low","PKLR",1.63644466673639e-05
"MEPE",1.81560462287327,-1.19210593313513,2.33899768031542e-07,1.6656311405748e-05,"High vs Low","MEPE",1.6656311405748e-05
"SLC4A5",0.871735193294355,1.86411671596854,2.35573191955474e-07,1.67059727911121e-05,"High vs Low","SLC4A5",1.67059727911121e-05
"CEACAM7",1.98800902819268,3.85024371153352,2.36367693033062e-07,1.67059727911121e-05,"High vs Low","CEACAM7",1.67059727911121e-05
"DRD2",1.73815089366151,-0.373288049474362,2.37553739712952e-07,1.67097689823701e-05,"High vs Low","DRD2",1.67097689823701e-05
"XAGE3",2.41476295826461,-1.2070559892089,2.39491935057217e-07,1.67097689823701e-05,"High vs Low","XAGE3",1.67097689823701e-05
"INS",2.97353803875704,-3.92624436767493,2.39679138627378e-07,1.67097689823701e-05,"High vs Low","INS",1.67097689823701e-05
"AADACL3",-2.86179414126671,-4.10383621575158,2.39963297876228e-07,1.67097689823701e-05,"High vs Low","AADACL3",1.67097689823701e-05
"RNASE7",-1.98917398669346,-1.22577104802585,2.42003795425523e-07,1.67899030274818e-05,"High vs Low","RNASE7",1.67899030274818e-05
"GDNF",-1.54338394879052,0.595425433852628,2.44832243611974e-07,1.69239167370021e-05,"High vs Low","GDNF",1.69239167370021e-05
"SPINK13",-1.65905908174658,1.12125919571097,2.49205840229395e-07,1.71633701130253e-05,"High vs Low","SPINK13",1.71633701130253e-05
"KHDC1L",2.26618241034703,-0.107575427899513,2.57739627848292e-07,1.7686561880455e-05,"High vs Low","KHDC1L",1.7686561880455e-05
"REC8",0.976417045804086,4.63193021280209,2.66492164393278e-07,1.81979331499001e-05,"High vs Low","REC8",1.81979331499001e-05
"RP11.569G13.3",2.453956475037,-2.88043000722416,2.67120315962182e-07,1.81979331499001e-05,"High vs Low","RP11.569G13.3",1.81979331499001e-05
"UTS2R",1.526885397869,-2.14288421186352,2.69464699919666e-07,1.82916127776404e-05,"High vs Low","UTS2R",1.82916127776404e-05
"ZNF556",1.47208028633158,-1.3869333466107,2.729893022961e-07,1.84644484717911e-05,"High vs Low","ZNF556",1.84644484717911e-05
"PLEKHG4",0.797313955707336,4.9027145024039,3.0623007764594e-07,2.06388135544876e-05,"High vs Low","PLEKHG4",2.06388135544876e-05
"HAND2",2.20955210234775,-1.56156071153391,3.08773194978037e-07,2.07361528912119e-05,"High vs Low","HAND2",2.07361528912119e-05
"DCX",-2.04560634345997,-2.8296843268707,3.19123852854852e-07,2.13552703093046e-05,"High vs Low","DCX",2.13552703093046e-05
"DNMT3B",0.768474990156019,2.98097675723803,3.23850689582753e-07,2.15950048166648e-05,"High vs Low","DNMT3B",2.15950048166648e-05
"PSCA",-1.97319328857019,4.93815404470246,3.29705109181252e-07,2.19079757583078e-05,"High vs Low","PSCA",2.19079757583078e-05
"SPRR2A",-2.86155291102622,1.42267651106381,3.50074357163458e-07,2.3179835768532e-05,"High vs Low","SPRR2A",2.3179835768532e-05
"ADCY1",0.931078166760887,2.77288880753373,3.7439774684323e-07,2.47037058764986e-05,"High vs Low","ADCY1",2.47037058764986e-05
"CACNB2",0.894240203912948,1.85652942021243,3.78245499789053e-07,2.48706300575582e-05,"High vs Low","CACNB2",2.48706300575582e-05
"TAAR1",2.96576349400759,-2.72897544780814,3.89307524588402e-07,2.55091051962074e-05,"High vs Low","TAAR1",2.55091051962074e-05
"CYP2A6",1.7686557509808,1.19933534746232,3.93794350619818e-07,2.57138172683273e-05,"High vs Low","CYP2A6",2.57138172683273e-05
"MROH2B",1.47314627283036,-3.0124830489627,4.28666882543349e-07,2.78943887602605e-05,"High vs Low","MROH2B",2.78943887602605e-05
"EDDM3B",2.32028587035849,-3.44020920230062,4.3795725247607e-07,2.8401001070364e-05,"High vs Low","EDDM3B",2.8401001070364e-05
"GUCA1C",4.00203696384448,-3.18220176435332,4.55161784064595e-07,2.9415609681791e-05,"High vs Low","GUCA1C",2.9415609681791e-05
"PYY",-1.3395210550373,-1.41039413886086,4.62275252042031e-07,2.9773366147731e-05,"High vs Low","PYY",2.9773366147731e-05
"CRCT1",-2.63621713131602,-3.08962336785807,4.82125442082333e-07,3.09462218283527e-05,"High vs Low","CRCT1",3.09462218283527e-05
"ABCG8",1.87957356434352,-3.1237143437547,4.8673374985545e-07,3.11361104865159e-05,"High vs Low","ABCG8",3.11361104865159e-05
"HTR1A",3.13743467572324,-3.74908018147272,4.99859542410367e-07,3.18677345433312e-05,"High vs Low","HTR1A",3.18677345433312e-05
"GNRH2",-1.9327887863479,0.257417538549643,5.14402598141353e-07,3.26844829276952e-05,"High vs Low","GNRH2",3.26844829276952e-05
"UCN3",2.12175394634092,3.66948008055367,5.68169422955743e-07,3.59796146999927e-05,"High vs Low","UCN3",3.59796146999927e-05
"SERPINB3",-2.33417276627958,3.40265689803113,6.47748994713085e-07,4.08818437432462e-05,"High vs Low","SERPINB3",4.08818437432462e-05
"GJA10",2.68677371237885,-3.90348995719108,6.64130616423553e-07,4.17760295417629e-05,"High vs Low","GJA10",4.17760295417629e-05
"KLK13",-1.80390296298225,3.11056900654158,6.70770440555708e-07,4.20535182183614e-05,"High vs Low","KLK13",4.20535182183614e-05
"KCNA2",-1.3159647906576,-0.804159158739266,6.88936754797436e-07,4.304942218471e-05,"High vs Low","KCNA2",4.304942218471e-05
"DACT2",1.51307681546153,3.84830861957049,7.21490824318836e-07,4.49348295238309e-05,"High vs Low","DACT2",4.49348295238309e-05
"KLK12",-2.51642162813975,5.81905462031365,7.2708300639586e-07,4.51341559661062e-05,"High vs Low","KLK12",4.51341559661062e-05
"OLFM4",-2.3215251950219,2.75616184628082,7.7668063571136e-07,4.80548861524888e-05,"High vs Low","OLFM4",4.80548861524888e-05
"OR8A1",-2.46503922428855,-3.98848965606853,8.12774593961334e-07,5.0123756087073e-05,"High vs Low","OR8A1",5.0123756087073e-05
"CARTPT",3.20423071365747,-2.97666316118094,8.28790965846743e-07,5.09449977735958e-05,"High vs Low","CARTPT",5.09449977735958e-05
"CDH9",3.01279143888889,-3.2218526021318,8.68902064666947e-07,5.32371781244479e-05,"High vs Low","CDH9",5.32371781244479e-05
"VGF",-1.94540659179633,3.26991025183198,8.85385090389475e-07,5.40715276399346e-05,"High vs Low","VGF",5.40715276399346e-05
"HTR7",-0.952851307484372,-0.327498422129196,9.0511246947692e-07,5.50943435705528e-05,"High vs Low","HTR7",5.50943435705528e-05
"TEX19",2.28243263408306,0.344261752585468,9.07972065626725e-07,5.50943435705528e-05,"High vs Low","TEX19",5.50943435705528e-05
"PRAMEF12",2.72750066246809,-4.13694924988874,9.51414714779183e-07,5.7545343213455e-05,"High vs Low","PRAMEF12",5.7545343213455e-05
"GFI1B",1.38733391010317,-1.59795692329518,9.62017526794854e-07,5.80007436042993e-05,"High vs Low","GFI1B",5.80007436042993e-05
"NEUROG3",2.0152031928174,-1.48400208363571,9.66213343102676e-07,5.80681910754478e-05,"High vs Low","NEUROG3",5.80681910754478e-05
"CELF3",2.00884910533946,2.00372597038516,9.77022940289128e-07,5.85314282736385e-05,"High vs Low","CELF3",5.85314282736385e-05
"OR7A5",1.56195846297289,-2.88188761003262,1.07909720171084e-06,6.44419091565987e-05,"High vs Low","OR7A5",6.44419091565987e-05
"SYCP1",2.40101621724424,-4.13625414815288,1.08953887918221e-06,6.48602151074051e-05,"High vs Low","SYCP1",6.48602151074051e-05
"CALCR",-1.28167259738391,0.00890382103925081,1.09918372191641e-06,6.52286038247943e-05,"High vs Low","CALCR",6.52286038247943e-05
"HPD",-1.14133654745038,0.519204778441864,1.10938375558995e-06,6.56275261809967e-05,"High vs Low","HPD",6.56275261809967e-05
"P2RY4",-1.58968389899563,-0.867758534839171,1.20143238170091e-06,7.08507202346183e-05,"High vs Low","P2RY4",7.08507202346183e-05
"ERVMER34.1",-1.23089819775799,2.95184532922959,1.28474549130141e-06,7.55278260633925e-05,"High vs Low","ERVMER34.1",7.55278260633925e-05
"AMER2",1.66057912268195,-2.52568528322199,1.43541247812531e-06,8.39661302540586e-05,"High vs Low","AMER2",8.39661302540586e-05
"TGIF2LY",2.74803084430698,-4.23932445619102,1.43718192316575e-06,8.39661302540586e-05,"High vs Low","TGIF2LY",8.39661302540586e-05
"GDPD2",-1.08037903942549,-1.61690500138373,1.46454683580158e-06,8.53008127728754e-05,"High vs Low","GDPD2",8.53008127728754e-05
"FAM166A",1.18240048854204,-1.52369647553208,1.53884583633814e-06,8.93524916231906e-05,"High vs Low","FAM166A",8.93524916231906e-05
"KLK10",-1.41507357266793,4.44645699194851,1.57611352443531e-06,9.12357003669285e-05,"High vs Low","KLK10",9.12357003669285e-05
"TBC1D26",1.57032458515785,-2.93648300504788,1.74465156268922e-06,0.000100682934677395,"High vs Low","TBC1D26",0.000100682934677395
"TBPL2",-1.80528671831151,-3.62220810110658,1.77417790228334e-06,0.000102074729249966,"High vs Low","TBPL2",0.000102074729249966
"PRODH2",2.32313088027353,-3.33392414754148,1.81604458526713e-06,0.000104079650531321,"High vs Low","PRODH2",0.000104079650531321
"SEMA6D",0.959520690483779,2.95513654686157,1.82005641859658e-06,0.000104079650531321,"High vs Low","SEMA6D",0.000104079650531321
"GABRA4",2.05644299290988,-3.64514492110766,1.84765307376554e-06,0.000105338553338458,"High vs Low","GABRA4",0.000105338553338458
"ZPBP2",-2.00746668475462,-2.03936027970662,1.95203840180719e-06,0.000110954568314769,"High vs Low","ZPBP2",0.000110954568314769
"NTNG2",1.2897112792938,3.0454303031465,2.01372794917334e-06,0.000113872573327392,"High vs Low","NTNG2",0.000113872573327392
"UBTFL1",2.14298960150821,-4.3911454495547,2.01544377570605e-06,0.000113872573327392,"High vs Low","UBTFL1",0.000113872573327392
"NOBOX",2.4230727235119,-4.14193833388314,2.02878142517554e-06,0.000114283982908918,"High vs Low","NOBOX",0.000114283982908918
"GRM4",1.63768968041739,1.34251208677986,2.1008157424633e-06,0.000117989565107217,"High vs Low","GRM4",0.000117989565107217
"PI3",-1.59490340529936,3.31236976546391,2.14660568230953e-06,0.000120203548459534,"High vs Low","PI3",0.000120203548459534
"L1TD1",1.14680580041535,0.213985210434382,2.23321404888782e-06,0.000124683379634799,"High vs Low","L1TD1",0.000124683379634799
"MORC1",2.09127606011844,-3.54148842579996,2.25608592833067e-06,0.000125588783343741,"High vs Low","MORC1",0.000125588783343741
"SIGLEC6",1.14220564573222,0.8679959029661,2.29317078435015e-06,0.000127277723151387,"High vs Low","SIGLEC6",0.000127277723151387
"OR2T8",2.28510988342968,-4.18887700923036,2.31055018181362e-06,0.000127866253609985,"High vs Low","OR2T8",0.000127866253609985
"HIST2H2AC",-1.20113274228029,0.555445303895937,2.4052664897837e-06,0.000132718666458211,"High vs Low","HIST2H2AC",0.000132718666458211
"KLK5",-2.288855089899,1.36779103044665,2.49510820575077e-06,0.000137274597523973,"High vs Low","KLK5",0.000137274597523973
"FGF5",-1.97103231738467,-1.12011722585312,2.50716719232534e-06,0.000137537070018522,"High vs Low","FGF5",0.000137537070018522
"CYP1B1",-0.815670724286758,6.6115197887968,2.59211629235082e-06,0.000141785004501311,"High vs Low","CYP1B1",0.000141785004501311
"CSH1",2.49952471223398,-4.3597436136213,2.70039718634856e-06,0.000147280911282034,"High vs Low","CSH1",0.000147280911282034
"C20orf141",2.27025922339793,-2.95617091699579,2.82980435759795e-06,0.000153894057729772,"High vs Low","C20orf141",0.000153894057729772
