"","logFC","logCPM","PValue","FDR","group","genesymbol","adj.P.Val"
"GJC1",0.214754499557699,3.19988626037526,0.103360234316421,0.388725351371877,"High vs Low","GJC1",0.388725351371877
"NAGA",-0.0991758125362832,6.22372145495929,0.103382464897233,0.388725351371877,"High vs Low","NAGA",0.388725351371877
"STEAP3",-0.194966825709831,6.53865509362083,0.103386812491943,0.388725351371877,"High vs Low","STEAP3",0.388725351371877
"OPALIN",0.604727803027655,-4.42953315974549,0.103421154312706,0.388755892702922,"High vs Low","OPALIN",0.388755892702922
"FAM65A",0.151420996678365,5.9313512040852,0.103436136784557,0.388755892702922,"High vs Low","FAM65A",0.388755892702922
"CCDC33",-0.483499684268131,0.749178026805097,0.103499250841822,0.388915643694946,"High vs Low","CCDC33",0.388915643694946
"STAG2",-0.107913334728872,6.87507627003969,0.103560536783757,0.389027446308567,"High vs Low","STAG2",0.389027446308567
"RANBP3",0.0914070088117532,5.93604601461521,0.103570234235294,0.389027446308567,"High vs Low","RANBP3",0.389027446308567
"GRK6",0.116413949990345,5.56326797761943,0.103612249360547,0.389107812474205,"High vs Low","GRK6",0.389107812474205
"RUNDC1",-0.0906901760455175,5.09641806900165,0.103699459854911,0.389285352375158,"High vs Low","RUNDC1",0.389285352375158
"MAP3K19",-0.437299128487099,1.08194288162996,0.10370078249112,0.389285352375158,"High vs Low","MAP3K19",0.389285352375158
"SNAP23",-0.0982987161715761,5.86193941654229,0.103773601133801,0.389481230508344,"High vs Low","SNAP23",0.389481230508344
"OR5T2",-0.648032304282876,-4.51354523404954,0.103843742591605,0.389564457920703,"High vs Low","OR5T2",0.389564457920703
"ASNS",-0.190424247383059,5.45924177702137,0.103873515208095,0.389564457920703,"High vs Low","ASNS",0.389564457920703
"HCAR2",0.353445957564491,3.01629189453799,0.103877854760244,0.389564457920703,"High vs Low","HCAR2",0.389564457920703
"PROS1",-0.208182212269869,5.60946873374136,0.103889445321432,0.389564457920703,"High vs Low","PROS1",0.389564457920703
"COQ10B",-0.111505820654139,5.37788693669106,0.103916069100528,0.389564457920703,"High vs Low","COQ10B",0.389564457920703
"RPE65",0.582847013055653,-3.11598826237879,0.10391963760123,0.389564457920703,"High vs Low","RPE65",0.389564457920703
"TNRC6B",-0.113164754118583,5.47139025729933,0.103948402693233,0.389579059809742,"High vs Low","TNRC6B",0.389579059809742
"OR6T1",-0.953712906022328,-2.06313813273203,0.103976070988628,0.389579059809742,"High vs Low","OR6T1",0.389579059809742
"CDK5RAP2",0.169687150891989,6.23217697773451,0.10398546575495,0.389579059809742,"High vs Low","CDK5RAP2",0.389579059809742
"SSX1",1.09983013657627,0.90234051400433,0.104053161704153,0.389755302604023,"High vs Low","SSX1",0.389755302604023
"SPATA45",-0.278457842302023,-3.09539322206573,0.104087281836773,0.389793977697432,"High vs Low","SPATA45",0.389793977697432
"PRRT3",0.213792946763873,2.85266168747954,0.104104798240425,0.389793977697432,"High vs Low","PRRT3",0.389793977697432
"OR5B21",0.526531896808218,-4.42184206676847,0.104129353549613,0.38980857584502,"High vs Low","OR5B21",0.38980857584502
"HDAC6",0.115145774035858,6.01478785512727,0.104208488432339,0.390027446490813,"High vs Low","HDAC6",0.390027446490813
"AC245100.1",0.250501310820601,0.875136269817417,0.104329249166152,0.390158651933147,"High vs Low","AC245100.1",0.390158651933147
"AFF2",-0.413218491808861,1.75667691531113,0.104352687762342,0.390158651933147,"High vs Low","AFF2",0.390158651933147
"PLK5",0.524984493591207,-2.0659517190466,0.104352994743218,0.390158651933147,"High vs Low","PLK5",0.390158651933147
"EDC3",-0.115661710413564,5.230051035737,0.104356701044613,0.390158651933147,"High vs Low","EDC3",0.390158651933147
"ZNF343",0.120924176049014,3.2580015926706,0.104359557512494,0.390158651933147,"High vs Low","ZNF343",0.390158651933147
"UBE2Q2",-0.137896351914115,5.67608346423125,0.104367594454906,0.390158651933147,"High vs Low","UBE2Q2",0.390158651933147
"JMJD7",-0.209534251089614,-1.63277794922329,0.104398827578317,0.390198113533456,"High vs Low","JMJD7",0.390198113533456
"ERAL1",0.0989845086532738,5.82369422617641,0.104495163988858,0.390431304425481,"High vs Low","ERAL1",0.390431304425481
"UCHL1",0.483676576462412,6.52182625475635,0.104502597565211,0.390431304425481,"High vs Low","UCHL1",0.390431304425481
"ZSCAN23",0.332365708147485,-0.158069737323817,0.104593983455937,0.390695380403205,"High vs Low","ZSCAN23",0.390695380403205
"ZMYM5",-0.111537985059099,3.89039165194397,0.104641640683806,0.39079301397479,"High vs Low","ZMYM5",0.39079301397479
"CCNE2",0.22373020321929,2.50276918413743,0.104666672025845,0.39079301397479,"High vs Low","CCNE2",0.39079301397479
"RHOF",0.243235227287737,2.91867543741948,0.104701744922482,0.39079301397479,"High vs Low","RHOF",0.39079301397479
"ANKRD35",0.234029601439788,2.1390664554467,0.104702955787003,0.39079301397479,"High vs Low","ANKRD35",0.39079301397479
"ZBED5",-0.105919408282303,5.48832352114443,0.104759860965364,0.390905756521833,"High vs Low","ZBED5",0.390905756521833
"ZNF518A",-0.1223449263115,5.06976898376816,0.104779396035108,0.390905756521833,"High vs Low","ZNF518A",0.390905756521833
"CCDC74A",0.249120471797186,2.29085133335109,0.104795501687421,0.390905756521833,"High vs Low","CCDC74A",0.390905756521833
"TBC1D31",0.175057514870822,3.27810308853704,0.104835919747658,0.390905756521833,"High vs Low","TBC1D31",0.390905756521833
"TPRX1",0.508156020808152,-4.46344424828965,0.10483673540125,0.390905756521833,"High vs Low","TPRX1",0.390905756521833
"WWC3",0.149900203043963,6.46375195655826,0.10489213136568,0.391035047609986,"High vs Low","WWC3",0.391035047609986
"DUSP5",0.225604904858136,5.67887494449343,0.104953986421504,0.391078217926578,"High vs Low","DUSP5",0.391078217926578
"PCYT1A",-0.10301149167321,6.15337625908641,0.104969395659324,0.391078217926578,"High vs Low","PCYT1A",0.391078217926578
"ARHGAP15",-0.218479760448778,3.51643819455666,0.104990016330759,0.391078217926578,"High vs Low","ARHGAP15",0.391078217926578
"ARHGAP5",-0.142383649705915,6.70110998365549,0.104998377137029,0.391078217926578,"High vs Low","ARHGAP5",0.391078217926578
"DZIP1L",-0.253097534324763,2.63239442120791,0.105018610281836,0.391078217926578,"High vs Low","DZIP1L",0.391078217926578
"IL12RB2",-0.342503912439885,0.768961076558579,0.105028054075136,0.391078217926578,"High vs Low","IL12RB2",0.391078217926578
"ASAH2",-0.238523119581156,0.0933712052547712,0.105079260587918,0.391191699852949,"High vs Low","ASAH2",0.391191699852949
"ZNF510",-0.114721882891428,3.54501468748953,0.105181929512858,0.391496684780503,"High vs Low","ZNF510",0.391496684780503
"MBD3L1",0.529020608480794,-4.4025740422347,0.10536543005346,0.391903534620633,"High vs Low","MBD3L1",0.391903534620633
"NELFB",0.107349793434568,6.37475258979126,0.105381524706997,0.391903534620633,"High vs Low","NELFB",0.391903534620633
"ZIC2",-0.580492643156405,1.07955997038056,0.105430853544079,0.391903534620633,"High vs Low","ZIC2",0.391903534620633
"FRMD3",0.237160647411702,1.92334872829493,0.10543580721105,0.391903534620633,"High vs Low","FRMD3",0.391903534620633
"UBL4A",-0.131147761580786,6.13956874381046,0.105468861042387,0.391903534620633,"High vs Low","UBL4A",0.391903534620633
"FKBPL",0.141703663877421,3.18822956094029,0.105475388328444,0.391903534620633,"High vs Low","FKBPL",0.391903534620633
"JMJD1C",-0.119520763157026,6.09740330024816,0.105477792082306,0.391903534620633,"High vs Low","JMJD1C",0.391903534620633
"HS3ST6",-0.523934135622492,-0.351019729594961,0.105494729893265,0.391903534620633,"High vs Low","HS3ST6",0.391903534620633
"FIZ1",0.11718444814845,4.24761253185998,0.105494937857839,0.391903534620633,"High vs Low","FIZ1",0.391903534620633
"CCDC146",-0.248005113246301,3.14411573834596,0.105514693223845,0.391903534620633,"High vs Low","CCDC146",0.391903534620633
"R3HDM2",0.106852175556895,5.5918553545749,0.105519678840943,0.391903534620633,"High vs Low","R3HDM2",0.391903534620633
"VTA1",-0.109463049569695,5.45808363558299,0.105561296717687,0.391980958354876,"High vs Low","VTA1",0.391980958354876
"PPIG",-0.090415230620885,6.33439923820344,0.105637399518582,0.39211875277521,"High vs Low","PPIG",0.39211875277521
"PLCH1",-0.2218058086985,5.00800174212629,0.105646569835277,0.39211875277521,"High vs Low","PLCH1",0.39211875277521
"ME1",-0.261116965802526,5.4513618071885,0.105660741765775,0.39211875277521,"High vs Low","ME1",0.39211875277521
"ARHGEF11",0.119191294445672,6.44316276540997,0.105779072775871,0.392374354087896,"High vs Low","ARHGEF11",0.392374354087896
"GOLGA6L10",-0.272259758628943,-0.146923181897219,0.105781750845344,0.392374354087896,"High vs Low","GOLGA6L10",0.392374354087896
"MYOG",0.513333544792086,-4.38810375384597,0.105800964392899,0.392374354087896,"High vs Low","MYOG",0.392374354087896
"HYDIN",-0.411310868856553,1.92600276175038,0.105814710383487,0.392374354087896,"High vs Low","HYDIN",0.392374354087896
"TCF7L1",0.235385993939812,4.98698878713075,0.105843480408513,0.392374354087896,"High vs Low","TCF7L1",0.392374354087896
"ABRACL",-0.165025481260788,5.37209162777925,0.105868634665089,0.392374354087896,"High vs Low","ABRACL",0.392374354087896
"L3MBTL3",0.15418584650842,3.54866192480252,0.105875163532169,0.392374354087896,"High vs Low","L3MBTL3",0.392374354087896
"PPP3R1",-0.0945135650069565,5.9339393196753,0.105994759971731,0.392740450702244,"High vs Low","PPP3R1",0.392740450702244
"ANAPC16",-0.122163636683048,6.9449146526173,0.106056549729979,0.392843363656448,"High vs Low","ANAPC16",0.392843363656448
"NCAM2",-0.308247520184088,3.23955019051071,0.106064169245382,0.392843363656448,"High vs Low","NCAM2",0.392843363656448
"ACOT12",-0.546374477777017,-3.83612760886877,0.106091478497098,0.392862410131726,"High vs Low","ACOT12",0.392862410131726
"AFAP1L2",-0.251259418701991,4.54774075806945,0.106161327734345,0.392862410131726,"High vs Low","AFAP1L2",0.392862410131726
"PDE4B",0.202925441918839,4.57928365090881,0.106164627280055,0.392862410131726,"High vs Low","PDE4B",0.392862410131726
"CCL17",-0.402630385511977,2.0221546391206,0.106168175218857,0.392862410131726,"High vs Low","CCL17",0.392862410131726
"ZC3H15",-0.109483425379075,6.22806009850894,0.106196517418034,0.392862410131726,"High vs Low","ZC3H15",0.392862410131726
"RPA2",-0.106193382234505,5.76306131822337,0.106241028212201,0.392862410131726,"High vs Low","RPA2",0.392862410131726
"BRCC3",-0.124827934713729,5.09732808591059,0.106246069217933,0.392862410131726,"High vs Low","BRCC3",0.392862410131726
"FBXO7",-0.0791946428312212,6.65502946206036,0.10625843108442,0.392862410131726,"High vs Low","FBXO7",0.392862410131726
"WTIP",0.218608653656381,4.06859617024371,0.106265303644503,0.392862410131726,"High vs Low","WTIP",0.392862410131726
"POTEM",0.429199695099788,-3.85619809593613,0.106277494765644,0.392862410131726,"High vs Low","POTEM",0.392862410131726
"TSPAN33",-0.209900500923917,4.16934487464075,0.106341107345906,0.393020571234742,"High vs Low","TSPAN33",0.393020571234742
"MYL12A",-0.125637478150616,8.41319120994726,0.106402620284679,0.393043126777727,"High vs Low","MYL12A",0.393043126777727
"PHF21B",0.437819356630777,-1.81898673761511,0.106406634614789,0.393043126777727,"High vs Low","PHF21B",0.393043126777727
"EAF2",-0.179908681166439,2.28153365441215,0.106409693959377,0.393043126777727,"High vs Low","EAF2",0.393043126777727
"DNAJB9",-0.166398281219344,6.0468889781633,0.106451105164946,0.393119140032819,"High vs Low","DNAJB9",0.393119140032819
"SLC22A24",-0.519926773685594,-4.49157029503321,0.106602497130936,0.393435867285032,"High vs Low","SLC22A24",0.393435867285032
"ZNF99",-0.512738162646164,-2.12920285519723,0.10660942584614,0.393435867285032,"High vs Low","ZNF99",0.393435867285032
"EMC10",0.132021132894227,7.6184387782483,0.106613571180472,0.393435867285032,"High vs Low","EMC10",0.393435867285032
"PHTF2",-0.136383445135847,5.30301754700306,0.106620265237436,0.393435867285032,"High vs Low","PHTF2",0.393435867285032
"FOXD4L1",0.287913037021545,-1.81887717896662,0.106645438424517,0.393451821800403,"High vs Low","FOXD4L1",0.393451821800403
"RGR",-0.540343306531271,-4.10977032886351,0.106773212175177,0.393788842066285,"High vs Low","RGR",0.393788842066285
"JAK1",-0.117259676149706,7.57363385885389,0.106778522857993,0.393788842066285,"High vs Low","JAK1",0.393788842066285
"GLTPD2",0.410030539427286,1.42716886298006,0.106876270677695,0.394072314177173,"High vs Low","GLTPD2",0.394072314177173
"EIF5AL1",-0.321922879274462,1.73459320508195,0.106955991557572,0.3942892199029,"High vs Low","EIF5AL1",0.3942892199029
"PLD2",0.111717804215878,5.18679989245055,0.107002576879405,0.394330281712295,"High vs Low","PLD2",0.394330281712295
"IPO4",0.170910836095923,2.99099550058512,0.107008922296045,0.394330281712295,"High vs Low","IPO4",0.394330281712295
"FNDC3B",-0.140105160201527,7.18866122016699,0.107042942659025,0.394369295130686,"High vs Low","FNDC3B",0.394369295130686
"LRSAM1",0.118187171083015,4.85453284846851,0.107061305651768,0.394369295130686,"High vs Low","LRSAM1",0.394369295130686
"CD58",-0.157721876110665,4.16124467433879,0.107175556782897,0.394609980889369,"High vs Low","CD58",0.394609980889369
"PDS5B",-0.111376866194005,5.12613056374347,0.107187236926108,0.394609980889369,"High vs Low","PDS5B",0.394609980889369
"C17orf105",-0.318639384546211,-3.47643007269182,0.107194129421262,0.394609980889369,"High vs Low","C17orf105",0.394609980889369
"TTL",-0.131395061042317,5.32895485379683,0.107210289439871,0.394609980889369,"High vs Low","TTL",0.394609980889369
"KNG1",0.655016509488024,-0.501935285931511,0.107349230671619,0.395021504150589,"High vs Low","KNG1",0.395021504150589
"ZBTB48",0.132113527578376,4.74740574515234,0.107363960298255,0.395021504150589,"High vs Low","ZBTB48",0.395021504150589
"PANK4",0.0936397427994955,4.52661587459552,0.107389723634494,0.395039273821938,"High vs Low","PANK4",0.395039273821938
"DARS",-0.109578857277381,6.70809780362383,0.1074543878221,0.395100144394249,"High vs Low","DARS",0.395100144394249
"KIF18B",0.285852950531242,3.95042076051104,0.107458927893004,0.395100144394249,"High vs Low","KIF18B",0.395100144394249
"SCAI",-0.151196932387571,3.89404247734305,0.10751074914242,0.395100144394249,"High vs Low","SCAI",0.395100144394249
"NLGN3",0.213463113651785,0.852846118041097,0.107514145696148,0.395100144394249,"High vs Low","NLGN3",0.395100144394249
"RBAK.RBAKDN",0.296609174668802,-3.2564319007865,0.10752649036268,0.395100144394249,"High vs Low","RBAK.RBAKDN",0.395100144394249
"AC011530.4",0.443703399670375,-4.27678352636137,0.107531892406807,0.395100144394249,"High vs Low","AC011530.4",0.395100144394249
"GPR107",-0.113646013829199,7.1263397695681,0.107604307282221,0.395289251065366,"High vs Low","GPR107",0.395289251065366
"ARHGEF4",0.353342716159342,3.56117198858778,0.107671057631948,0.395457479286199,"High vs Low","ARHGEF4",0.395457479286199
"CRCT1",-0.842301378140962,-3.08963259165366,0.107814349263319,0.395906710439404,"High vs Low","CRCT1",0.395906710439404
"ARHGAP12",-0.128357007717586,6.06120717552335,0.107855078480052,0.395979219065578,"High vs Low","ARHGAP12",0.395979219065578
"RCHY1",-0.129635425980499,4.58015028650065,0.107927476512089,0.396167945780906,"High vs Low","RCHY1",0.396167945780906
"C8orf82",0.170125405201154,4.7563965406888,0.108110354970418,0.396762059246744,"High vs Low","C8orf82",0.396762059246744
"HEPACAM2",0.673801083306527,2.3759200978614,0.108169055393185,0.396852099756605,"High vs Low","HEPACAM2",0.396852099756605
"RNFT2",0.285037592654103,3.01147883654021,0.108178438386013,0.396852099756605,"High vs Low","RNFT2",0.396852099756605
"ANKRD44",-0.193845475005539,4.74259796756613,0.108197978551626,0.396852099756605,"High vs Low","ANKRD44",0.396852099756605
"NXPE3",-0.177399039053077,4.50967579139595,0.108221056638614,0.396859611315058,"High vs Low","NXPE3",0.396859611315058
"CTD.3105H18.16",-0.543140597947774,-4.33909854188884,0.108348338243728,0.397132653138949,"High vs Low","CTD.3105H18.16",0.397132653138949
"LRRC6",-0.241749208751307,2.26703133735027,0.108353110800847,0.397132653138949,"High vs Low","LRRC6",0.397132653138949
"TOX2",0.234405805517174,3.03393718023927,0.10837333977473,0.397132653138949,"High vs Low","TOX2",0.397132653138949
"MRPL2",0.130187900291762,5.05393168093345,0.10838012911535,0.397132653138949,"High vs Low","MRPL2",0.397132653138949
"DIABLO",-0.121809350894101,3.41112645908438,0.108400736384862,0.397132653138949,"High vs Low","DIABLO",0.397132653138949
"PDF",0.178792490436779,1.0169267499477,0.108447158160557,0.397225605909913,"High vs Low","PDF",0.397225605909913
"SPRY2",-0.161500373883542,5.01907317674392,0.108507545746742,0.397369667336846,"High vs Low","SPRY2",0.397369667336846
"UQCC1",-0.101708312571009,5.24123373580886,0.108703552867219,0.397943836094423,"High vs Low","UQCC1",0.397943836094423
"ASAH1",-0.159732892365211,8.72227214123085,0.108706506018057,0.397943836094423,"High vs Low","ASAH1",0.397943836094423
"DTL",0.215828364301995,4.10346894225782,0.108842414495072,0.39836408144618,"High vs Low","DTL",0.39836408144618
"GADD45G",0.270254868998113,4.58634440499204,0.108873808841648,0.398401715464561,"High vs Low","GADD45G",0.398401715464561
"NUP85",0.107141890777848,5.70653175626212,0.108910085821429,0.398457198436639,"High vs Low","NUP85",0.398457198436639
"TMEM169",-0.270605198094798,0.638895612733144,0.108990330720225,0.398673489246243,"High vs Low","TMEM169",0.398673489246243
