"","logFC","logCPM","PValue","FDR","group","genesymbol","adj.P.Val"
"FAM83E",-0.13050200636319,5.38167601995358,0.354481422929443,0.681649584989149,"High vs Low","FAM83E",0.681649584989149
"SLAMF9",-0.19840894694409,0.428869636651002,0.354514341705793,0.681649584989149,"High vs Low","SLAMF9",0.681649584989149
"SLC17A9",-0.167695511171123,5.12498605877857,0.354568206925099,0.681649584989149,"High vs Low","SLC17A9",0.681649584989149
"MCMDC2",0.129154051989729,1.44612536947564,0.354575534217867,0.681649584989149,"High vs Low","MCMDC2",0.681649584989149
"CDKN2AIP",-0.0621372275995803,4.52193177469879,0.354616869151546,0.681649584989149,"High vs Low","CDKN2AIP",0.681649584989149
"PDZD4",-0.169690509832925,2.05690174667629,0.354668039160165,0.681649584989149,"High vs Low","PDZD4",0.681649584989149
"ADTRP",-0.168022961146372,2.30626873166999,0.354692200769376,0.681649584989149,"High vs Low","ADTRP",0.681649584989149
"NDUFAF4",-0.0802888885722155,3.57977446145547,0.35469394716513,0.681649584989149,"High vs Low","NDUFAF4",0.681649584989149
"TK2",0.0751470870400436,5.40671952730587,0.354700346792024,0.681649584989149,"High vs Low","TK2",0.681649584989149
"SATL1",-0.307891356772311,-4.26345527608415,0.354713524698926,0.681649584989149,"High vs Low","SATL1",0.681649584989149
"COL6A3",0.12930010847479,9.70499586786669,0.354863853190067,0.681869033046507,"High vs Low","COL6A3",0.681869033046507
"NDNL2",0.0670030690005422,4.31921523015826,0.354962915484197,0.681989938719435,"High vs Low","NDNL2",0.681989938719435
"ALS2",-0.0537904854722496,5.03203908268843,0.355038875796913,0.682066438477404,"High vs Low","ALS2",0.682066438477404
"ZKSCAN3",0.088935822676737,3.04062758716297,0.355137439973175,0.682142763353039,"High vs Low","ZKSCAN3",0.682142763353039
"RFPL4B",-0.484652472893478,-2.67837452106309,0.355181383212892,0.682142763353039,"High vs Low","RFPL4B",0.682142763353039
"NME2",0.134355514216345,-0.18654045763779,0.355210262071684,0.682142763353039,"High vs Low","NME2",0.682142763353039
"TMEM60",-0.0730173177456591,4.3157726983758,0.355223196198946,0.682142763353039,"High vs Low","TMEM60",0.682142763353039
"MMP20",0.341183617832566,-3.2792691379639,0.355272035479058,0.682167132837332,"High vs Low","MMP20",0.682167132837332
"PPFIBP1",0.0995388932384984,5.62724992314363,0.355335887386336,0.682181384264467,"High vs Low","PPFIBP1",0.682181384264467
"NRBP2",0.122009462456058,5.6168222084285,0.355351757051545,0.682181384264467,"High vs Low","NRBP2",0.682181384264467
"ZNF341",0.0830985618851096,3.71265486888095,0.355394881237975,0.682194772031515,"High vs Low","ZNF341",0.682194772031515
"CTH",0.115714103337119,2.90659424520384,0.355457601286281,0.682245768294692,"High vs Low","CTH",0.682245768294692
"ADO",-0.0574835536746064,4.86000466954605,0.355588230641644,0.682391025721011,"High vs Low","ADO",0.682391025721011
"AQP3",-0.184816073907565,9.19089541909817,0.355605603674443,0.682391025721011,"High vs Low","AQP3",0.682391025721011
"LATS1",-0.0563077122910938,5.1916207552987,0.355738682037279,0.682576987160701,"High vs Low","LATS1",0.682576987160701
"GNAL",0.121458028066357,3.0313488617081,0.355889805470633,0.682727888068581,"High vs Low","GNAL",0.682727888068581
"F13A1",-0.163013879704988,5.78724502222263,0.355923330636241,0.682727888068581,"High vs Low","F13A1",0.682727888068581
"CDCA8",0.137223950927293,4.4121286344603,0.355946720628189,0.682727888068581,"High vs Low","CDCA8",0.682727888068581
"SSU72",0.0550276647684108,7.21321511286819,0.356096557590961,0.682727888068581,"High vs Low","SSU72",0.682727888068581
"UGT1A8",0.586037254560278,-0.713458495385654,0.356099940858471,0.682727888068581,"High vs Low","UGT1A8",0.682727888068581
"DNAI1",-0.254271632672968,1.53284882510852,0.356107451712389,0.682727888068581,"High vs Low","DNAI1",0.682727888068581
"TCTE3",0.110388743017487,1.26689972789453,0.356130504406166,0.682727888068581,"High vs Low","TCTE3",0.682727888068581
"UQCRQ",0.0992060525738662,6.67176581840239,0.356147381039579,0.682727888068581,"High vs Low","UQCRQ",0.682727888068581
"DHRS7B",-0.0831599501599181,4.88013796130814,0.35617228954864,0.682727888068581,"High vs Low","DHRS7B",0.682727888068581
"EDNRB",0.152816842643317,4.17742151668145,0.356179113880302,0.682727888068581,"High vs Low","EDNRB",0.682727888068581
"NUP50",-0.0591809151658454,5.96425699474,0.356336225257058,0.682959669594348,"High vs Low","NUP50",0.682959669594348
"FAHD1",0.0699800899326158,4.88831244528012,0.356554667472861,0.683053365450861,"High vs Low","FAHD1",0.683053365450861
"ACTB",0.0656267461972278,12.5999865397606,0.356559709079205,0.683053365450861,"High vs Low","ACTB",0.683053365450861
"ATXN7L1",-0.0925193872331066,3.17664960048378,0.356602378159426,0.683053365450861,"High vs Low","ATXN7L1",0.683053365450861
"CMTR2",-0.0625872643562838,5.04819773864006,0.356704302506988,0.683053365450861,"High vs Low","CMTR2",0.683053365450861
"CXorf56",-0.0558482816291688,4.76733787651453,0.356710734923114,0.683053365450861,"High vs Low","CXorf56",0.683053365450861
"CDKN3",-0.161153441184323,3.302304817266,0.356732502825551,0.683053365450861,"High vs Low","CDKN3",0.683053365450861
"SOAT2",0.187157229734062,-2.31193776834909,0.356748555309454,0.683053365450861,"High vs Low","SOAT2",0.683053365450861
"TEN1",0.12145821862629,-2.1375501086843,0.356795859521346,0.683053365450861,"High vs Low","TEN1",0.683053365450861
"GLRX2",-0.0869735500814721,3.01363628482694,0.356807231457212,0.683053365450861,"High vs Low","GLRX2",0.683053365450861
"IL37",0.352829123939458,3.33258312905716,0.356832045649237,0.683053365450861,"High vs Low","IL37",0.683053365450861
"TMEM108",0.168619715147123,3.79642614899162,0.356841963782878,0.683053365450861,"High vs Low","TMEM108",0.683053365450861
"BSDC1",0.0468264051558069,6.66020667402842,0.356858073399974,0.683053365450861,"High vs Low","BSDC1",0.683053365450861
"SVIP",-0.0684130959721772,5.16838658941468,0.356877503692697,0.683053365450861,"High vs Low","SVIP",0.683053365450861
"ACTL9",0.458157190792746,-4.15486865163674,0.356891854345053,0.683053365450861,"High vs Low","ACTL9",0.683053365450861
"TMEM185B",-0.0705436682966254,4.85093133209427,0.357167096841174,0.683488696057444,"High vs Low","TMEM185B",0.683488696057444
"TMCO3",-0.080135548871678,6.18857345225748,0.357191750332177,0.683488696057444,"High vs Low","TMCO3",0.683488696057444
"DBNL",0.0586478854658314,7.41787891502918,0.357281833200942,0.683566772614983,"High vs Low","DBNL",0.683566772614983
"COMMD3.BMI1",-0.293116288526046,-4.13165937686292,0.357304999474018,0.683566772614983,"High vs Low","COMMD3.BMI1",0.683566772614983
"ERBB2IP",-0.0597195887567879,6.70321270060087,0.35765072354212,0.684158824527456,"High vs Low","ERBB2IP",0.684158824527456
"PDLIM4",-0.168610981939751,4.63552532407652,0.357699862662542,0.684183469319362,"High vs Low","PDLIM4",0.684183469319362
"FAM208B",-0.0711142818879653,6.10467733990866,0.357762901433701,0.684234692708561,"High vs Low","FAM208B",0.684234692708561
"NFKBID",0.105369034565815,3.08246485528534,0.358007145483553,0.684632432349019,"High vs Low","NFKBID",0.684632432349019
"ZNF75A",0.0755675519036243,4.46156467616543,0.358101461751627,0.684743407104565,"High vs Low","ZNF75A",0.684743407104565
"THNSL2",-0.144910174721735,5.29443161278564,0.358146477838889,0.684760099624891,"High vs Low","THNSL2",0.684760099624891
"CNPY3",-0.0670363401322153,6.59297111676841,0.358228725072471,0.684777679406215,"High vs Low","CNPY3",0.684777679406215
"CT83",0.385118481109559,2.13994392415456,0.358237691791981,0.684777679406215,"High vs Low","CT83",0.684777679406215
"REEP4",0.0726078993066911,5.08616454707652,0.358281959483336,0.684777679406215,"High vs Low","REEP4",0.684777679406215
"EID1",-0.0631978098911007,7.09132269466693,0.358326687749908,0.684777679406215,"High vs Low","EID1",0.684777679406215
"ACADSB",0.114555124049683,5.49625800951388,0.358337109010459,0.684777679406215,"High vs Low","ACADSB",0.684777679406215
"SRD5A1",0.116494512280544,5.02582351172068,0.358391925120709,0.68481308413861,"High vs Low","SRD5A1",0.68481308413861
"PHRF1",0.0689641267935053,5.96036279180376,0.358498246700925,0.684946888072609,"High vs Low","PHRF1",0.684946888072609
"TRIM65",0.0650147430632883,5.23674308501419,0.358585340052236,0.685043931172883,"High vs Low","TRIM65",0.685043931172883
"FIGNL1",0.0920642708650016,4.24867054537528,0.358695162117727,0.6851843713254,"High vs Low","FIGNL1",0.6851843713254
"LY6G5B",0.118312115706,1.82210272080737,0.358795520668445,0.685306707543949,"High vs Low","LY6G5B",0.685306707543949
"ULBP3",-0.142540667997102,0.296426367258519,0.358864552495757,0.685341557165358,"High vs Low","ULBP3",0.685341557165358
"NPC1",-0.0846770234153816,6.39251227353276,0.358886400715811,0.685341557165358,"High vs Low","NPC1",0.685341557165358
"TAS2R1",-0.32627351885581,-4.24522894988921,0.359018842466297,0.685475614478961,"High vs Low","TAS2R1",0.685475614478961
"FPR3",-0.127941189155653,5.31208795331681,0.359078048562715,0.685475614478961,"High vs Low","FPR3",0.685475614478961
"NUDT9",0.0635496824957321,5.15080637000767,0.359080311106881,0.685475614478961,"High vs Low","NUDT9",0.685475614478961
"NAALADL1",-0.108055500254703,1.95281489671279,0.359101898401728,0.685475614478961,"High vs Low","NAALADL1",0.685475614478961
"RGS18",-0.148732531999149,1.69844583447908,0.359304082697647,0.685750235890106,"High vs Low","RGS18",0.685750235890106
"PPP1R12B",-0.110532649905433,6.25006452748117,0.35931844271535,0.685750235890106,"High vs Low","PPP1R12B",0.685750235890106
"LPIN1",0.0997727766145289,5.73627189609419,0.359365829900942,0.68577131924974,"High vs Low","LPIN1",0.68577131924974
"ANTXR2",-0.0993158731283435,6.01277932471124,0.359440100878709,0.685843695013359,"High vs Low","ANTXR2",0.685843695013359
"PGRMC2",-0.0590246727716509,6.35452031776663,0.359540491217641,0.685965889168749,"High vs Low","PGRMC2",0.685965889168749
"PSMB3",-0.095019510472943,7.2187209697371,0.359605723043678,0.686020986611124,"High vs Low","PSMB3",0.686020986611124
"ZNF280B",0.161010534568212,2.24871027762757,0.359652490465906,0.686040851873254,"High vs Low","ZNF280B",0.686040851873254
"RRAGA",-0.0565122239416674,6.16215635486051,0.359721027578073,0.686072159668688,"High vs Low","RRAGA",0.686072159668688
"SECISBP2L",-0.0895401587560375,6.26086653102493,0.359749609122396,0.686072159668688,"High vs Low","SECISBP2L",0.686072159668688
"APEX1",0.0734908308552403,7.36044462027554,0.35979132204989,0.686072159668688,"High vs Low","APEX1",0.686072159668688
"HOOK1",-0.0832667590828205,5.51003994514816,0.359814326969477,0.686072159668688,"High vs Low","HOOK1",0.686072159668688
"SMARCA2",-0.0915914158243329,6.46639839226505,0.359852030682194,0.686074729339633,"High vs Low","SMARCA2",0.686074729339633
"DOLPP1",-0.0659953939677627,4.69486800772392,0.359931056506962,0.686156073072318,"High vs Low","DOLPP1",0.686156073072318
"ZNF559",-0.0626864173757978,3.43967903879365,0.360014972516123,0.68616782762053,"High vs Low","ZNF559",0.68616782762053
"PLAC8L1",-0.161001964864426,-1.86304111762792,0.360046066971913,0.68616782762053,"High vs Low","PLAC8L1",0.68616782762053
"TNFSF10",-0.140703041057512,7.37692584112468,0.360071626290915,0.68616782762053,"High vs Low","TNFSF10",0.68616782762053
"HIST3H2BB",0.232870245475158,0.597922541999615,0.360082666362467,0.68616782762053,"High vs Low","HIST3H2BB",0.68616782762053
"C6orf89",-0.0567553771918832,7.05877892625845,0.360165616137692,0.686204201558751,"High vs Low","C6orf89",0.686204201558751
"FO538757.3",-0.278210234839867,-3.51001873952686,0.360174480231012,0.686204201558751,"High vs Low","FO538757.3",0.686204201558751
"ARMCX2",0.0988275051014288,4.90428417332668,0.360282048924843,0.686339849107684,"High vs Low","ARMCX2",0.686339849107684
"AL357140.1",-0.256883783887415,-4.00753561888318,0.360320846477156,0.686344472985809,"High vs Low","AL357140.1",0.686344472985809
"REEP5",-0.0629189974975697,7.44666033906656,0.360558980458203,0.686681129507767,"High vs Low","REEP5",0.686681129507767
"SLC25A46",-0.0710943984157904,5.58621537568213,0.3605703625824,0.686681129507767,"High vs Low","SLC25A46",0.686681129507767
"CCDC64",0.138825580464263,4.80740570564032,0.360698483057997,0.686786613801811,"High vs Low","CCDC64",0.686786613801811
"RD3L",0.344738181853267,-4.50148223274142,0.360698538995801,0.686786613801811,"High vs Low","RD3L",0.686786613801811
"RRP7A",0.0713126369972496,5.79920458422643,0.360757079789184,0.686828778521155,"High vs Low","RRP7A",0.686828778521155
"TMEM120A",-0.0794906386731427,5.45716648873541,0.360897310997564,0.686872083690619,"High vs Low","TMEM120A",0.686872083690619
"TPSD1",0.250757655581796,1.83902506600208,0.360913807409223,0.686872083690619,"High vs Low","TPSD1",0.686872083690619
"NDUFS3",-0.0664403743263309,5.99422103613803,0.360914290259068,0.686872083690619,"High vs Low","NDUFS3",0.686872083690619
"ABHD2",-0.112186085687086,7.8982446608973,0.360925418996141,0.686872083690619,"High vs Low","ABHD2",0.686872083690619
"KIAA1217",0.0879424709581367,6.88697838670235,0.360975093149021,0.68688402146432,"High vs Low","KIAA1217",0.68688402146432
"TEPP",-0.252872673410787,1.4247737510058,0.361019002509255,0.68688402146432,"High vs Low","TEPP",0.68688402146432
"SUSD1",-0.0827643204180197,4.62284238726162,0.3610408886071,0.68688402146432,"High vs Low","SUSD1",0.68688402146432
"CUEDC2",0.0599695515378627,5.52016985988799,0.361099553154108,0.686910451596358,"High vs Low","CUEDC2",0.686910451596358
"NIPSNAP1",-0.0885893194710888,6.51878818342055,0.361148631906103,0.686910451596358,"High vs Low","NIPSNAP1",0.686910451596358
"SIN3A",-0.0549995849617726,6.30095648185404,0.361163981810135,0.686910451596358,"High vs Low","SIN3A",0.686910451596358
"VTI1A",-0.0535631963635877,4.46279311430989,0.361236874683655,0.686913536635539,"High vs Low","VTI1A",0.686913536635539
"MAGEC2",0.532892837371582,2.49128502065101,0.36123840483128,0.686913536635539,"High vs Low","MAGEC2",0.686913536635539
"DCUN1D2",0.0760978815131815,3.66798686169074,0.361373960647038,0.687102066636801,"High vs Low","DCUN1D2",0.687102066636801
"TMEM156",-0.169451430293899,2.80187171915939,0.361473471088202,0.687222030314877,"High vs Low","TMEM156",0.687222030314877
"P2RX7",-0.131972902640537,3.58784286350963,0.361531463582529,0.687263045156231,"High vs Low","P2RX7",0.687263045156231
"CACNA1C",0.113070638073177,3.47596756980822,0.361710452620281,0.687534040229384,"High vs Low","CACNA1C",0.687534040229384
"ZNF221",0.117583363517071,-0.172268182994915,0.361791421182287,0.687618683566416,"High vs Low","ZNF221",0.687618683566416
"CSF2",-0.218012457665108,1.35390766575492,0.361941619200963,0.687834873710109,"High vs Low","CSF2",0.687834873710109
"SPATA13",-0.0792599146125918,5.45257083217209,0.361994207922453,0.687838775047939,"High vs Low","SPATA13",0.687838775047939
"FAM96A",-0.0762320548174037,5.42693940376481,0.36202111971701,0.687838775047939,"High vs Low","FAM96A",0.687838775047939
"TXNDC11",0.0793296654061511,7.04775328125053,0.362126698743532,0.687838775047939,"High vs Low","TXNDC11",0.687838775047939
"WDR93",-0.162036266901284,0.496557319136776,0.362148719912745,0.687838775047939,"High vs Low","WDR93",0.687838775047939
"DNAL4",-0.0647208038765503,4.80432998818093,0.362175802056214,0.687838775047939,"High vs Low","DNAL4",0.687838775047939
"MRPL46",-0.0753390371442541,3.55664732362285,0.362192083406744,0.687838775047939,"High vs Low","MRPL46",0.687838775047939
"MTMR11",0.126155827448096,4.94925386891318,0.362231031728824,0.687838775047939,"High vs Low","MTMR11",0.687838775047939
"STAB2",-0.1699248872816,0.759139999745605,0.36223934249923,0.687838775047939,"High vs Low","STAB2",0.687838775047939
"SLC30A2",0.279909857117166,0.548742789314347,0.362271717725689,0.687838775047939,"High vs Low","SLC30A2",0.687838775047939
"FOXN4",0.355925192135964,-0.454204798547196,0.362360905804936,0.687882407280864,"High vs Low","FOXN4",0.687882407280864
"CAPZA3",-0.39406435021211,-3.37647246011702,0.362367601652222,0.687882407280864,"High vs Low","CAPZA3",0.687882407280864
"SNRNP200",0.0630063596888206,8.33346541135767,0.362474425411857,0.687906656866888,"High vs Low","SNRNP200",0.687906656866888
"CYCS",-0.0954496682688443,7.14009527224123,0.362547594650952,0.687906656866888,"High vs Low","CYCS",0.687906656866888
"TNRC6C",0.0869837531182904,4.43671162969953,0.362549671599253,0.687906656866888,"High vs Low","TNRC6C",0.687906656866888
"CHD6",0.075420439534843,6.20123100176824,0.362558272517057,0.687906656866888,"High vs Low","CHD6",0.687906656866888
"TMEM51",-0.0836964801765036,4.96050760872564,0.362583925334765,0.687906656866888,"High vs Low","TMEM51",0.687906656866888
"MAGEH1",-0.0951879466788563,4.50160720641013,0.362599094687877,0.687906656866888,"High vs Low","MAGEH1",0.687906656866888
"ADNP",-0.0537815878031877,6.98416110784363,0.362682780407165,0.687984456322205,"High vs Low","ADNP",0.687984456322205
"TMEM55B",0.0569091177067953,5.32313937588645,0.362713017643454,0.687984456322205,"High vs Low","TMEM55B",0.687984456322205
"TBL2",-0.0669099333364599,6.08715047375011,0.362749776369967,0.687985028128406,"High vs Low","TBL2",0.687985028128406
"NOL12",-0.0948597435619146,2.88275491049273,0.362804015836467,0.688018750160785,"High vs Low","NOL12",0.688018750160785
"C14orf159",0.08904022241976,5.40840512102335,0.36287175557491,0.688048614785989,"High vs Low","C14orf159",0.688048614785989
"SAMD12",-0.0891766470204595,4.88661271518015,0.362901686738055,0.688048614785989,"High vs Low","SAMD12",0.688048614785989
"ZNF692",0.108917538251869,5.27267590742012,0.362949398907582,0.688048614785989,"High vs Low","ZNF692",0.688048614785989
"MARCKSL1",0.0890181365584866,7.74982628185174,0.362972472812625,0.688048614785989,"High vs Low","MARCKSL1",0.688048614785989
"FAM98B",-0.0646621266134637,5.05719922314358,0.363002067129951,0.688048614785989,"High vs Low","FAM98B",0.688048614785989
"KRTAP13.2",-0.461006368517212,-4.2295704203968,0.363109409877831,0.688126759363618,"High vs Low","KRTAP13.2",0.688126759363618
"NR5A1",0.331309013642922,-1.65187620486836,0.363116224351805,0.688126759363618,"High vs Low","NR5A1",0.688126759363618
"BAALC",0.243235412007503,3.55357632493586,0.363420683804489,0.688634574161514,"High vs Low","BAALC",0.688634574161514
"PGK2",-0.312186076690096,-4.05247214178718,0.363605150155656,0.68886960199951,"High vs Low","PGK2",0.68886960199951
"LSR",-0.09471234148197,8.09009558037192,0.363617725903085,0.68886960199951,"High vs Low","LSR",0.68886960199951
"GCDH",0.0648993601530238,4.49517151117443,0.36373084915753,0.688988810724863,"High vs Low","GCDH",0.688988810724863
"CALD1",0.106243276039272,7.63127347852794,0.363780362071731,0.688988810724863,"High vs Low","CALD1",0.688988810724863
"THAP2",-0.0747144035978007,2.82029945533971,0.363790181233773,0.688988810724863,"High vs Low","THAP2",0.688988810724863
"DDX10",0.0724163274704014,4.74785549973858,0.363843056418801,0.689019801071671,"High vs Low","DDX10",0.689019801071671
"UTP3",0.0521307622462369,5.14789095509968,0.364189576033417,0.689517287834864,"High vs Low","UTP3",0.689517287834864
"GPR123",0.33709716957033,-1.33777601703859,0.364210121596725,0.689517287834864,"High vs Low","GPR123",0.689517287834864
"KIF26B",0.132756114204436,5.82655901134904,0.364248000405907,0.689517287834864,"High vs Low","KIF26B",0.689517287834864
"SSX2B",0.421550706647008,-4.31767450642163,0.364251912586814,0.689517287834864,"High vs Low","SSX2B",0.689517287834864
"RETN",0.234060000729564,1.2233293852332,0.364337024122921,0.689519443097779,"High vs Low","RETN",0.689519443097779
"ST6GALNAC3",-0.13038677175083,1.49534610093479,0.364354675181481,0.689519443097779,"High vs Low","ST6GALNAC3",0.689519443097779
"C9orf57",0.370977350231591,-4.27065330415886,0.364421067503543,0.689519443097779,"High vs Low","C9orf57",0.689519443097779
"CSF1R",-0.11928135782135,6.61619674453029,0.364424680849078,0.689519443097779,"High vs Low","CSF1R",0.689519443097779
"PPTC7",-0.0713673261558019,5.91265903269882,0.364435744022958,0.689519443097779,"High vs Low","PPTC7",0.689519443097779
"ZNF154",-0.129709367531864,2.65264607892779,0.364545199126111,0.689657388742741,"High vs Low","ZNF154",0.689657388742741
"SLC14A2",0.367309061679535,2.94595559195706,0.364706394488427,0.689893180672725,"High vs Low","SLC14A2",0.689893180672725
"SLC22A5",0.0803899591403876,4.12277425863895,0.364810132548429,0.690020247701855,"High vs Low","SLC22A5",0.690020247701855
"DCLK2",0.112591611612679,2.35564409858476,0.364861092847918,0.690029552764044,"High vs Low","DCLK2",0.690029552764044
"AKAP1",-0.0766722063845008,6.75986312132424,0.364888183298839,0.690029552764044,"High vs Low","AKAP1",0.690029552764044
"RPS15A",-0.108773566838531,8.99160647692557,0.365060813564644,0.690215222412993,"High vs Low","RPS15A",0.690215222412993
"SAMD3",0.140571036552196,0.788263730963563,0.365069585002223,0.690215222412993,"High vs Low","SAMD3",0.690215222412993
"RIC8A",-0.0476536708134566,6.92029803356317,0.365096091893726,0.690215222412993,"High vs Low","RIC8A",0.690215222412993
"MARS",0.0764689842732073,7.04958449526764,0.36526831529971,0.690471639589384,"High vs Low","MARS",0.690471639589384
"TRPV4",-0.15078584882621,3.63883329513618,0.365354999854128,0.69056632634688,"High vs Low","TRPV4",0.69056632634688
"STIP1",0.0676520072218529,7.64556604990188,0.365394927972913,0.690568429117922,"High vs Low","STIP1",0.690568429117922
"VAPA",-0.0755498666759957,7.81445791762037,0.365429300682082,0.690568429117922,"High vs Low","VAPA",0.690568429117922
"RCC1",0.0816076973292559,6.19195386143397,0.365474373011809,0.690584449094408,"High vs Low","RCC1",0.690584449094408
"USP17L1",-0.278519029981439,-4.52643522087735,0.365585273249789,0.690695291154907,"High vs Low","USP17L1",0.690695291154907
"PRRT1",0.130603794912284,0.655697893076062,0.365629708604,0.690695291154907,"High vs Low","PRRT1",0.690695291154907
"CBX5",-0.0723524525704279,7.04469272786513,0.365646206063274,0.690695291154907,"High vs Low","CBX5",0.690695291154907
"TMEM200C",0.173297137999119,1.2618343794655,0.365679436910003,0.690695291154907,"High vs Low","TMEM200C",0.690695291154907
"PNCK",0.276923942936925,1.67158988903729,0.365744546887674,0.690735419277443,"High vs Low","PNCK",0.690735419277443
"HYAL2",0.0724670027169005,6.26548351391459,0.365773888232711,0.690735419277443,"High vs Low","HYAL2",0.690735419277443
"PCBD2",-0.0703481414267389,3.44013110231846,0.365853770413957,0.69076757615585,"High vs Low","PCBD2",0.69076757615585
"FSTL1",0.105185268112424,7.90403751211664,0.365869922235428,0.69076757615585,"High vs Low","FSTL1",0.69076757615585
"LAPTM4B",-0.110341020701037,8.56347215739537,0.365900730817332,0.69076757615585,"High vs Low","LAPTM4B",0.69076757615585
"TPRN",0.0963354912868001,4.72863365840575,0.365954579966931,0.690800127893965,"High vs Low","TPRN",0.690800127893965
"RAPGEF3",-0.119349041164398,4.14007882600252,0.366003309424077,0.690812512882229,"High vs Low","RAPGEF3",0.690812512882229
"FITM2",-0.0898418135216122,4.48821144077152,0.366034355164507,0.690812512882229,"High vs Low","FITM2",0.690812512882229
"C9orf9",-0.106984457505514,3.49506002894819,0.366117866091033,0.690901025100389,"High vs Low","C9orf9",0.690901025100389
"FAM187B",0.227027252361272,-3.64137800906772,0.366158143749075,0.690907942274651,"High vs Low","FAM187B",0.690907942274651
"ATF7",-0.0542902889078385,5.61113504793555,0.366288171450372,0.691084191505695,"High vs Low","ATF7",0.691084191505695
"BVES",-0.146431849466457,1.86568226039198,0.366409317580351,0.691243650110848,"High vs Low","BVES",0.691243650110848
"AHCTF1",0.0654335115421385,5.83232709200346,0.366566649122118,0.691462837275336,"High vs Low","AHCTF1",0.691462837275336
"SLC4A9",-0.185247443636308,-2.27109352135138,0.366604054566904,0.691462837275336,"High vs Low","SLC4A9",0.691462837275336
"WISP1",0.140128723025678,3.90978832118064,0.366668655650175,0.691462837275336,"High vs Low","WISP1",0.691462837275336
"TCF25",0.0664080631053588,7.10653424358247,0.366707929537541,0.691462837275336,"High vs Low","TCF25",0.691462837275336
"PCOLCE2",-0.201273857107675,2.97290748333167,0.366719189396496,0.691462837275336,"High vs Low","PCOLCE2",0.691462837275336
"MTHFSD",0.0663836563885691,4.22711120881869,0.366745352036927,0.691462837275336,"High vs Low","MTHFSD",0.691462837275336
"NFKBIZ",-0.114485110166588,6.04705972600332,0.366783804208789,0.691466250671733,"High vs Low","NFKBIZ",0.691466250671733
"IRF7",0.108855248719398,5.96498741246551,0.36682976677808,0.691483820684163,"High vs Low","IRF7",0.691483820684163
"MPG",0.0928716588102423,5.22351674736029,0.366893054052148,0.691494923008346,"High vs Low","MPG",0.691494923008346
"RAPGEF5",-0.102122256108679,5.79497835015981,0.366959614282855,0.691494923008346,"High vs Low","RAPGEF5",0.691494923008346
"DDX50",-0.0567182277411897,5.38698893252167,0.366988003309919,0.691494923008346,"High vs Low","DDX50",0.691494923008346
"SPATA7",-0.072388407809443,3.21263027819623,0.367017704041355,0.691494923008346,"High vs Low","SPATA7",0.691494923008346
"MRPL44",-0.0627674085708371,5.02081178129103,0.367018872812866,0.691494923008346,"High vs Low","MRPL44",0.691494923008346
"ZNF626",-0.16315725891924,3.71031420615896,0.367222160083063,0.691806382873355,"High vs Low","ZNF626",0.691806382873355
"MMP24",0.156604421914101,4.53462854579436,0.367257503239111,0.691806382873355,"High vs Low","MMP24",0.691806382873355
"VWA5B1",-0.281301727825992,-1.44955918563821,0.36732525893619,0.691806955044287,"High vs Low","VWA5B1",0.691806955044287
"SSPO",-0.194380749522408,1.67174437296216,0.367331126572188,0.691806955044287,"High vs Low","SSPO",0.691806955044287
"KL",0.195190451667078,2.29022723779268,0.367519859631641,0.692058909361506,"High vs Low","KL",0.692058909361506
"CXXC5",-0.0825950797831935,5.93125378769694,0.367538253914526,0.692058909361506,"High vs Low","CXXC5",0.692058909361506
"RP11.644F5.10",-0.104309789704404,0.810573480494995,0.367614837466352,0.692134051464385,"High vs Low","RP11.644F5.10",0.692134051464385
"DNAJC8",-0.0542150034465632,6.59603195863111,0.367743843088178,0.692238016632049,"High vs Low","DNAJC8",0.692238016632049
"MGST2",-0.0760290102116325,5.2540094121788,0.367764485712569,0.692238016632049,"High vs Low","MGST2",0.692238016632049
"CP",-0.189084002475131,8.73136778546475,0.367780104644848,0.692238016632049,"High vs Low","CP",0.692238016632049
"ERO1L",-0.111044180553102,7.87351036677184,0.367894643382013,0.692384543259397,"High vs Low","ERO1L",0.692384543259397
"MB21D2",0.112603436691576,2.76975252303103,0.368055771925866,0.69257047057222,"High vs Low","MB21D2",0.69257047057222
"NCOA1",-0.0733072013177686,5.93320737675475,0.368089244962187,0.69257047057222,"High vs Low","NCOA1",0.69257047057222
"MARCH2",-0.0659135161853952,5.26090980106645,0.368150482304355,0.69257047057222,"High vs Low","MARCH2",0.69257047057222
"TBC1D3F",-0.340526557831972,-4.44110368063044,0.368163362687398,0.69257047057222,"High vs Low","TBC1D3F",0.69257047057222
"TOP2A",0.152338103717477,7.05774027369642,0.368176936080786,0.69257047057222,"High vs Low","TOP2A",0.69257047057222
"PIAS1",-0.0544519931269491,5.31235073305129,0.368277983151632,0.692618447267249,"High vs Low","PIAS1",0.692618447267249
"CTD.2528L19.4",0.327482534697109,-4.29644080899275,0.36831707785972,0.692618447267249,"High vs Low","CTD.2528L19.4",0.692618447267249
"SMARCB1",0.0569274387580099,6.33704301463141,0.368322349798554,0.692618447267249,"High vs Low","SMARCB1",0.692618447267249
"ANKRD40",-0.0515492515181243,5.88285855934109,0.368374646999698,0.692618447267249,"High vs Low","ANKRD40",0.692618447267249
"GRIK2",-0.223514569795633,1.15347507778123,0.368385954916082,0.692618447267249,"High vs Low","GRIK2",0.692618447267249
